Algorithm,Preprocessing,Split,SampleIndex,OriginalIndex,Features,ActualClass,PredictedClass,Correct,Confidence
KNN,raw,80-20,412,3460,11290;427.5899963378906;180.13841247558594;80.42607116699219;0.8947994709014893;11427;0.5725151896476746,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,413,3461,11415;426.1650085449219;173.8845977783203;85.3283462524414;0.8713182806968689;11634;0.596394956111908,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,414,3462,10767;428.35198974609375;181.7823028564453;75.89606475830078;0.9086719751358032;11002;0.699155867099762,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,415,3463,10516;423.3999938964844;175.92066955566406;77.73805236816406;0.8970679640769958;10787;0.6368701457977295,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,416,3464,11568;429.072998046875;178.33297729492188;83.63752746582031;0.8832000494003296;11790;0.7512176036834717,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,417,3465,12503;449.5989990234375;184.0143280029297;88.25849914550781;0.8774717450141907;12803;0.7816329002380371,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,418,3466,12496;449.7409973144531;181.1239013671875;89.78373718261719;0.8684918284416199;12870;0.6835512518882751,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,419,3467,11842;441.9100036621094;187.6987762451172;80.8131103515625;0.9025682210922241;12044;0.6324165463447571,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,420,3468,13130;463.27801513671875;184.31396484375;91.93473815917969;0.86672043800354;13485;0.7103825211524963,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,421,3469,13355;466.3160095214844;193.7286834716797;88.69730377197266;0.8890331387519836;13597;0.6054218411445618,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,422,3470,12653;441.4939880371094;176.01510620117188;93.18790435791016;0.84835284948349;12955;0.7648090124130249,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,423,3471,12518;460.85400390625;188.437744140625;86.61429595947266;0.8881032466888428;12903;0.7325608730316162,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,424,3472,13704;472.0610046386719;191.9680938720703;92.88043975830078;0.8751605153083801;14102;0.7474229335784912,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,425,3473,14561;487.6510009765625;202.9112091064453;92.16223907470703;0.8908998370170593;14862;0.700384795665741,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,426,3474,12729;458.385986328125;184.9995880126953;88.83807373046875;0.8771552443504333;13085;0.6021286845207214,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,427,3475,11215;421.17999267578125;179.53350830078125;79.69017791748047;0.8960894346237183;11373;0.5829002261161804,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,428,3476,12822;459.6809997558594;190.30259704589844;87.41133880615234;0.8882666826248169;13167;0.6559239029884338,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,429,3477,12770;451.739990234375;191.07308959960938;86.15909576416016;0.8925632238388062;12910;0.5809826850891113,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,430,3478,13316;445.04998779296875;179.4551239013672;95.03306579589844;0.8482696413993835;13517;0.8141354918479919,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,431,3479,11169;431.8009948730469;188.45394897460938;75.71424102783203;0.9157426953315735;11332;0.5386544466018677,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,432,3480,12071;441.17999267578125;178.04119873046875;87.77051544189453;0.8700413703918457;12442;0.7380166053771973,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,433,3481,10250;407.28900146484375;165.72189331054688;79.96314239501953;0.8758882284164429;10512;0.7223396897315979,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,434,3482,12730;454.4389953613281;186.89358520507812;87.86869812011719;0.8825845718383789;12943;0.6661433577537537,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,435,3483,12768;450.6000061035156;188.6433563232422;86.66716003417969;0.8882173895835876;12961;0.7981995344161987,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,436,3484,11182;429.5950012207031;181.4321746826172;79.18195343017578;0.8997395038604736;11389;0.6797568202018738,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,437,3485,12390;454.4909973144531;195.73446655273438;81.36215209960938;0.9095126986503601;12550;0.5983772873878479,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,438,3486,14753;495.260009765625;203.72470092773438;93.18321990966797;0.8892621994018555;15153;0.6346468329429626,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,439,3487,13742;484.3420104980469;195.28494262695312;91.24281311035156;0.8841362595558167;14224;0.672407865524292,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,440,3488,12981;451.3269958496094;183.76185607910156;91.07872772216797;0.8685311675071716;13231;0.7549287676811218,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,441,3489,11255;442.6180114746094;189.49684143066406;76.36518096923828;0.9152047038078308;11500;0.775351345539093,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,442,3490,13331;461.3089904785156;193.5599365234375;88.79623413085938;0.8885637521743774;13500;0.5795078873634338,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,443,3491,12914;464.17999267578125;182.70155334472656;91.95509338378906;0.8641072511672974;13385;0.6435120701789856,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,444,3492,11470;428.5360107421875;177.71078491210938;82.36468505859375;0.886109471321106;11663;0.6515564918518066,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,445,3493,12671;448.1199951171875;181.4938201904297;90.35111236572266;0.8672808408737183;12949;0.7406476736068726,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,446,3494,10879;427.135986328125;179.45077514648438;78.29277801513672;0.8998056054115295;11110;0.7354651093482971,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,447,3495,13308;464.13299560546875;196.2423095703125;87.26089477539062;0.8956999778747559;13486;0.5975215435028076,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,448,3496,12448;438.9150085449219;174.413330078125;92.27671813964844;0.848578691482544;12750;0.6817086338996887,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,449,3497,11963;432.2980041503906;177.85711669921875;86.44562530517578;0.8739367127418518;12162;0.8091856241226196,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,450,3498,12357;447.3909912109375;186.28785705566406;85.0143051147461;0.8897953033447266;12602;0.7636262774467468,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,451,3499,11049;412.8139953613281;169.61973571777344;83.3963623046875;0.8707835078239441;11244;0.7923838496208191,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,452,3500,12310;438.1619873046875;177.79843139648438;89.22602844238281;0.864961564540863;12528;0.7858784198760986,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,453,3501,11381;434.3179931640625;174.8636932373047;85.03392028808594;0.873799204826355;11692;0.6018508672714233,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,454,3502,12193;433.9570007324219;170.4727783203125;92.6531753540039;0.8394045233726501;12558;0.6246733665466309,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,455,3503,12259;440.0299987792969;177.31454467773438;89.53556823730469;0.8631466627120972;12533;0.7241420149803162,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,456,3504,13058;451.3139953613281;181.87367248535156;92.20594024658203;0.8619590401649475;13310;0.6280904412269592,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,457,3505,9929;395.87200927734375;164.90814208984375;77.17048645019531;0.8837494254112244;10070;0.6133555769920349,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,458,3506,12343;443.6130065917969;177.4236297607422;90.40623474121094;0.8604409694671631;12712;0.6629605889320374,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,459,3507,10847;417.92401123046875;170.36679077148438;82.47300720214844;0.8750177025794983;11107;0.7463189959526062,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,460,3508,11012;428.23699951171875;176.37896728515625;80.69747161865234;0.8891976475715637;11325;0.7587157487869263,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,461,3509,11077;427.66400146484375;181.1168670654297;78.34978485107422;0.901589572429657;11275;0.5552380681037903,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,462,3510,11893;441.3999938964844;182.08619689941406;84.24276733398438;0.8865393400192261;12092;0.5783970355987549,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,463,3511,12330;433.0690002441406;173.93455505371094;91.46205139160156;0.8505824208259583;12550;0.6842397451400757,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,464,3512,10824;416.4150085449219;170.8782196044922;81.7323989868164;0.8781922459602356;11046;0.5905073881149292,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,465,3513,11119;419.7279968261719;174.08106994628906;82.1559066772461;0.8816304206848145;11314;0.7695874571800232,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,466,3514,11161;420.9100036621094;169.3504638671875;85.33821868896484;0.8637533187866211;11363;0.6805487871170044,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,467,3515,12237;438.156005859375;178.05892944335938;88.28736114501953;0.8684183359146118;12489;0.6308382153511047,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,468,3516,12103;446.08099365234375;181.47109985351562;86.55187225341797;0.8789327144622803;12444;0.5746913552284241,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,469,3517,10891;406.5710144042969;159.8688201904297;87.57321166992188;0.8366213440895081;11103;0.6759558320045471,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,470,3518,10413;427.3680114746094;183.97604370117188;72.4298324584961;0.9192425608634949;10591;0.7713333368301392,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,471,3519,11221;418.5610046386719;168.1425018310547;85.76485443115234;0.8601314425468445;11455;0.7677202820777893,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,472,3520,11084;435.1449890136719;180.9138946533203;79.56829833984375;0.8980893492698669;11451;0.6079421043395996,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,473,3521,11883;438.218994140625;178.86167907714844;86.5658950805664;0.8750777840614319;12204;0.6712800860404968,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,474,3522,11593;435.3909912109375;182.1506805419922;81.85136413574219;0.8933504223823547;11845;0.6928640007972717,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,475,3523,13241;458.010986328125;184.9142303466797;93.20130920410156;0.8636893630027771;13560;0.7781042456626892,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,476,3524,10759;401.927001953125;158.9398651123047;87.47952270507812;0.8349051475524902;10955;0.6192229986190796,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,477,3525,10690;411.3840026855469;169.08860778808594;81.66603088378906;0.875632643699646;10915;0.6611008048057556,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,478,3526,10192;404.1820068359375;171.13255310058594;76.47444915771484;0.894597589969635;10346;0.6105918884277344,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,479,3527,13140;467.0169982910156;192.61575317382812;89.4725570678711;0.885566234588623;13570;0.6389185786247253,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,480,3528,11295;430.6199951171875;179.13636779785156;81.1850357055664;0.8914076089859009;11516;0.6912484765052795,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,481,3529,11004;412.22698974609375;171.55355834960938;82.59552001953125;0.876470148563385;11199;0.698932945728302,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,482,3530,11287;419.9179992675781;170.10755920410156;85.72703552246094;0.8637282848358154;11557;0.6696926355361938,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,483,3531,10919;428.3489990234375;179.68310546875;77.92034149169922;0.9010793566703796;11143;0.5958201289176941,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,484,3532,10309;396.53900146484375;161.23341369628906;81.93710327148438;0.861245334148407;10478;0.7075497508049011,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,485,3533,12043;441.156005859375;175.5320587158203;88.68824768066406;0.862970769405365;12376;0.6677201390266418,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,486,3534,10712;417.2510070800781;174.89871215820312;79.08196258544922;0.8919375538825989;10940;0.5838238596916199,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,487,3535,12345;448.7690124511719;180.52049255371094;88.84284973144531;0.8705114126205444;12676;0.5949971079826355,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,488,3536,12263;438.13800048828125;175.74044799804688;90.18716430664062;0.8582786917686462;12634;0.7183107137680054,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,489,3537,11036;435.4989929199219;186.0784149169922;76.30805969238281;0.9120470881462097;11305;0.5975741744041443,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,490,3538,12590;447.5320129394531;180.0244598388672;89.97459411621094;0.8661460876464844;12875;0.6691113710403442,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,491,3539,9273;406.4020080566406;173.41409301757812;68.80253601074219;0.9179254770278931;9445;0.5300977826118469,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,492,3540,11717;439.7300109863281;182.04054260253906;82.6197280883789;0.8910763263702393;11965;0.5614817142486572,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,493,3541,11359;422.84698486328125;171.239990234375;85.91520690917969;0.8650277853012085;11665;0.6596399545669556,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,494,3542,11136;417.7669982910156;170.42234802246094;84.60591888427734;0.868066132068634;11384;0.7846121191978455,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,495,3543,8679;380.60101318359375;158.23526000976562;70.78799438476562;0.8943544030189514;8889;0.7180441617965698,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,496,3544,12777;462.66900634765625;183.2349090576172;90.69457244873047;0.8689138293266296;13148;0.5724462270736694,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,497,3545,10669;403.67498779296875;164.54737854003906;83.43628692626953;0.8619075417518616;10885;0.7138364911079407,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,498,3546,12981;449.61700439453125;177.62295532226562;94.24237060546875;0.8476377129554749;13389;0.6514604091644287,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,499,3547,10534;409.3399963378906;163.8759307861328;83.27369689941406;0.8612681031227112;10899;0.7261322140693665,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,500,3548,10842;415.65899658203125;169.43460083007812;82.63616943359375;0.8730016946792603;11153;0.7330628633499146,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,501,3549,11274;422.6629943847656;174.38633728027344;82.87808227539062;0.8798477649688721;11459;0.7405412793159485,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,502,3550,11472;420.2569885253906;174.82525634765625;83.87501525878906;0.8773971199989319;11617;0.7422360181808472,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,503,3551,10847;417.6700134277344;168.35777282714844;82.870849609375;0.8704648017883301;11152;0.6241081953048706,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,504,3552,10982;411.5740051269531;164.91136169433594;86.45071411132812;0.8515796065330505;11289;0.7037938833236694,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,505,3553,10736;417.3949890136719;178.90367126464844;76.73338317871094;0.9033477306365967;10901;0.7433873414993286,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,506,3554,8850;381.4339904785156;159.25120544433594;71.76094818115234;0.892718493938446;9063;0.572519063949585,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,507,3555,12959;473.6099853515625;206.2255096435547;80.63357543945312;0.9203919172286987;13309;0.5951593518257141,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,508,3556,12150;435.90399169921875;175.48321533203125;89.56684112548828;0.8599364161491394;12460;0.7105262875556946,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,509,3557,12583;451.8190002441406;180.2173309326172;90.56421661376953;0.8645610213279724;12901;0.6078450083732605,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,510,3558,8968;390.4909973144531;166.47694396972656;69.36820983886719;0.9090515971183777;9150;0.7897146940231323,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,511,3559,9759;391.4840087890625;159.02813720703125;79.177978515625;0.867242157459259;9999;0.7321080565452576,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,512,3560,12536;460.28399658203125;195.9936981201172;82.31514739990234;0.9075292944908142;12778;0.6480562686920166,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,513,3561,13093;470.1000061035156;197.197021484375;85.79728698730469;0.9003897905349731;13358;0.5573861002922058,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,514,3562,10663;403.2550048828125;163.936279296875;83.7474136352539;0.8596677780151367;10884;0.65217125415802,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,515,3563,10972;425.3999938964844;178.52015686035156;78.78364562988281;0.8973522186279297;11192;0.7209409475326538,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,516,3564,11302;418.20098876953125;167.57505798339844;86.95643615722656;0.8548286557197571;11591;0.6235586404800415,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,517,3565,10443;404.9849853515625;165.2056121826172;81.7027816772461;0.8691479563713074;10701;0.6189544796943665,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,518,3566,12582;446.2900085449219;180.48826599121094;89.40398406982422;0.8686962723731995;12801;0.7033765912055969,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,519,3567,10611;414.4020080566406;171.14273071289062;79.86785888671875;0.884429395198822;10874;0.7139204740524292,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,520,3568,12142;443.5150146484375;177.7447509765625;88.197509765625;0.8682064414024353;12459;0.6156264543533325,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,521,3569,9669;388.60699462890625;151.43846130371094;83.59090423583984;0.8338577747344971;10012;0.7338899374008179,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,522,3570,10534;423.6210021972656;176.34371948242188;77.70800018310547;0.8976730704307556;10826;0.8042449355125427,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,523,3571,10595;403.82000732421875;163.12149047851562;83.77961730957031;0.8580281734466553;10832;0.6192285418510437,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,524,3572,11500;442.3340148925781;178.8392791748047;84.1364974975586;0.8824220299720764;12070;0.5880247354507446,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,525,3573,12776;457.47100830078125;184.2328643798828;89.64103698730469;0.8736450672149658;13089;0.743006706237793,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,526,3574,11483;437.0249938964844;185.75238037109375;79.08173370361328;0.9048467874526978;11665;0.5750700831413269,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,527,3575,14186;484.05999755859375;201.1923065185547;91.25877380371094;0.8912106156349182;14560;0.7665207982063293,Osmancik,Cammeo,0,0.8000
KNN,raw,80-20,528,3576,12008;433.2340087890625;184.12741088867188;83.70603942871094;0.8906909227371216;12129;0.6440332531929016,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,529,3577,11073;431.1570129394531;182.7000274658203;77.7221450805664;0.9050014615058899;11367;0.7511192560195923,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,530,3578,11249;423.0950012207031;167.86300659179688;86.53877258300781;0.8568702936172485;11560;0.618893027305603,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,531,3579,10727;408.0419921875;163.17135620117188;84.78304290771484;0.8544126152992249;11017;0.6920645236968994,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,532,3580,11957;441.88299560546875;186.96121215820312;81.9699935913086;0.8987637758255005;12137;0.7736154198646545,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,533,3581,10828;410.0690002441406;166.37713623046875;84.09659576416016;0.8628514409065247;11093;0.7285205125808716,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,534,3582,11303;426.510009765625;171.101318359375;85.57962036132812;0.8659276962280273;11623;0.6484796404838562,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,535,3583,11594;437.9100036621094;178.67660522460938;84.30540466308594;0.8816882967948914;11969;0.6006008982658386,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,536,3584,8501;371.0249938964844;153.89625549316406;71.51190948486328;0.8854807615280151;8738;0.6398464441299438,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,537,3585,11858;437.1090087890625;185.81817626953125;82.01721954345703;0.8973181843757629;12017;0.569056510925293,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,538,3586,11191;426.13800048828125;177.49659729003906;81.30754852294922;0.888911247253418;11456;0.6431609392166138,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,539,3587,9249;390.2040100097656;162.3269805908203;73.78990936279297;0.8907080888748169;9522;0.6175881624221802,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,540,3588,12022;431.2309875488281;176.25048828125;87.95137786865234;0.8665941953659058;12205;0.7853410243988037,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,541,3589,11270;422.6090087890625;173.2342071533203;83.39991760253906;0.876485288143158;11449;0.6139013171195984,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,542,3590,11752;422.5320129394531;171.08529663085938;88.01459503173828;0.8575211763381958;11997;0.6929244995117188,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,543,3591,10398;405.6789855957031;162.22715759277344;82.3934555053711;0.8614223003387451;10658;0.644717276096344,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,544,3592,12958;445.6969909667969;178.81097412109375;93.6661605834961;0.851824164390564;13223;0.711978018283844,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,545,3593,12225;444.14898681640625;190.22061157226562;82.50628662109375;0.9010381102561951;12408;0.7985498905181885,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,546,3594,11443;421.6719970703125;173.6322021484375;84.6323471069336;0.8731659054756165;11644;0.6337856650352478,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,547,3595,12287;451.2070007324219;190.11932373046875;83.28186798095703;0.8989503383636475;12599;0.5900120139122009,Osmancik,Osmancik,1,0.6000
KNN,raw,80-20,548,3596,12511;448.7590026855469;183.9769744873047;87.3428726196289;0.8801212906837463;12694;0.6047759652137756,Osmancik,Cammeo,0,0.6000
KNN,raw,80-20,549,3597,11891;430.3009948730469;175.01673889160156;87.99028778076172;0.864429771900177;12170;0.6103895902633667,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,550,3598,11001;415.03900146484375;173.10415649414062;82.06340026855469;0.8804874420166016;11132;0.7896209955215454,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,551,3599,10940;421.17401123046875;179.4857635498047;78.21934509277344;0.9000450372695923;11097;0.8014652132987976,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,552,3600,10211;392.3529968261719;163.19708251953125;80.244873046875;0.8707616925239563;10348;0.7534680962562561,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,553,3601,10044;410.1910095214844;168.5531005859375;77.07965850830078;0.8893114924430847;10317;0.7574660778045654,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,554,3602,11026;425.010009765625;179.95877075195312;79.05262756347656;0.8983492851257324;11185;0.558617889881134,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,555,3603,9050;379.89898681640625;152.8709259033203;77.10934448242188;0.8634653687477112;9387;0.6748694777488708,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,556,3604,12096;438.85699462890625;179.34835815429688;86.9610366821289;0.8745850324630737;12333;0.6610919833183289,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,557,3605,11710;429.06298828125;178.28359985351562;84.48762512207031;0.8805816173553467;11906;0.5933921337127686,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,558,3606,11309;427.6579895019531;176.28146362304688;83.04570007324219;0.8820813298225403;11508;0.8124281764030457,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,559,3607,11881;424.26800537109375;171.05517578125;89.53733825683594;0.8520617485046387;12060;0.7725470066070557,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,560,3608,10286;418.28900146484375;175.14859008789062;75.85381317138672;0.901354193687439;10548;0.6415917873382568,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,561,3609,12567;453.7720031738281;192.22377014160156;83.54117584228516;0.900621771812439;12778;0.5753594040870667,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,562,3610,11139;419.447998046875;172.12557983398438;83.78206634521484;0.873541533946991;11442;0.62889564037323,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,563,3611,11153;426.5589904785156;178.85000610351562;80.41410064697266;0.8932211995124817;11371;0.72838294506073,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,564,3612,10767;425.0360107421875;182.06407165527344;76.10566711425781;0.9084397554397583;11004;0.7426029443740845,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,565,3613,10965;433.77801513671875;179.33522033691406;78.85895538330078;0.8981303572654724;11295;0.663339376449585,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,566,3614,11900;442.4230041503906;184.06094360351562;83.16404724121094;0.8921046257019043;12119;0.6038770079612732,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,567,3615,11890;430.3389892578125;174.82278442382812;87.97628021240234;0.8641518354415894;12142;0.6872832179069519,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,568,3616,10427;398.6919860839844;161.216796875;83.80955505371094;0.8542537689208984;10639;0.6284353733062744,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,569,3617,11867;431.9429931640625;178.59091186523438;85.77666473388672;0.8771059513092041;12126;0.6403518319129944,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,570,3618,12489;442.8699951171875;176.2430419921875;91.78190612792969;0.853697657585144;12812;0.6210034489631653,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,571,3619,10795;411.29998779296875;168.38955688476562;82.64344787597656;0.8712794780731201;11029;0.7604254484176636,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,572,3620,11422;425.1289978027344;176.6568603515625;82.95215606689453;0.8828970789909363;11608;0.6509003639221191,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,573,3621,10574;398.6809997558594;157.8083953857422;86.85958862304688;0.8348933458328247;10829;0.6935589909553528,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,574,3622,10910;413.0950012207031;165.88043212890625;85.08663177490234;0.858424723148346;11243;0.7077062726020813,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,575,3623,11874;435.9360046386719;177.280029296875;86.48963928222656;0.8729162216186523;12097;0.7224825024604797,Osmancik,Osmancik,1,0.8000
KNN,raw,80-20,576,3624,10525;409.73199462890625;170.31515502929688;79.0376205444336;0.8858001828193665;10682;0.6067681312561035,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,577,3625,13549;464.0050048828125;189.97265625;91.63721466064453;0.875967264175415;13772;0.7393320798873901,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,578,3626,10781;414.9549865722656;169.73617553710938;82.24104309082031;0.8747786283493042;11069;0.6993383765220642,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,579,3627,11070;413.4200134277344;168.51966857910156;84.49382781982422;0.8652222752571106;11328;0.6265919804573059,Osmancik,Osmancik,1,1.0000
